"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository"
"36.70.7","False","True",323526,"Ancient Near Eastern Art","Furniture support","Furniture support: lion's leg","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory (hippopotamus)","5.59 x 2.32 in. (14.2 x 5.89 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Sculpture","","http://www.metmuseum.org/art/collection/search/323526","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.8","False","True",323527,"Ancient Near Eastern Art","Furniture support","Furniture support: female sphinx with Hathor-style curls","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory (hippopotamus), gold foil","5 x 1.5 in. (12.7 x 3.81 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Sculpture","","http://www.metmuseum.org/art/collection/search/323527","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.9a, b","False","True",323528,"Ancient Near Eastern Art","Furniture element","Furniture element","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory (hippopotamus)","1.22 x 0.75 in. (3.1 x 1.91 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Sculpture","","http://www.metmuseum.org/art/collection/search/323528","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.10","False","True",323529,"Ancient Near Eastern Art","Furniture element","Furniture element","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory","3.41 x 0.88 in. (8.66 x 2.24 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Sculpture","","http://www.metmuseum.org/art/collection/search/323529","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.11","False","True",323530,"Ancient Near Eastern Art","Furniture element","Furniture plaque: female sphinx with Hathor-style curls","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory (hippopotamus)","2.87 x 2.24 in. (7.29 x 5.69 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/323530","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.12","False","True",323531,"Ancient Near Eastern Art","Relief","Plaque","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory","0.69 x 1.33 in. (1.75 x 3.38 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/323531","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.13","False","True",323532,"Ancient Near Eastern Art","Relief","Plaque fragment","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory","0.87 x 1.02 in. (2.21 x 2.59 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/323532","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.14","False","True",323533,"Ancient Near Eastern Art","Relief","Plaque fragment: kneeling lion-headed figure","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory (hippopotamus), gold foil","3.88 x 1.88 in. (9.86 x 4.78 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/323533","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.15","False","True",323534,"Ancient Near Eastern Art","Relief","Plaque fragment: kneeling lion-headed figure","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory (hippopotamus), gold foil","4 3/8 x 2 in. (11.1 x 5.1 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Reliefs","","http://www.metmuseum.org/art/collection/search/323534","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.17","False","True",323535,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impressions: radiating griffins; banquet scene","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","Diameter: Sealings: 3.05 cm; Seal: a) 2.2 cm; Seal b): 1.5 cm
Height; 1.25 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323535","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.18","False","True",323536,"Ancient Near Eastern Art","Sealing","Almond-shaped sealing with three circular seal impressions","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter: 2.0 (?)
Seal Face: 4.99 x 2.9 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323536","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.19","False","True",323537,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impression: seated figure","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","Diameter: Sealing: 2.77 cm; Impression: 1.7 cm
Height: 1.57 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323537","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.20","False","True",323538,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impressions: radiating griffins; banquet scene","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","Diameter: seal a) 2.2 cm; seal b) 1.4 cm
Sealing: 3.97 x 2.35 cm
Height: 1.1 cm
","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323538","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.21","False","True",323539,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impression: rosette","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","Diameter: Seal: 1.45 cm
Seal Face: Sealing: 2.38 x 2.45 cm
Height: 1.19 cm
","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323539","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.22","False","True",323540,"Ancient Near Eastern Art","Sealing","Discoid sealing with two circular seal impressions","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter: Sealing: 2.55 cm; Seal a) 2.2 cm; Seal b) 1.5 cm
Height: 1.13 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323540","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.23","False","True",323541,"Ancient Near Eastern Art","Stamp seal","Oval sealing with one circular seal impression","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter: Seal: 1.6 cm remaining
Seal Face: Sealing: 2.86 x 2.0 cm
Height: 1.63 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323541","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.24","False","True",323542,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impression: geometric designs","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","0.72 x 1.14 in. (1.83 x 2.9 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323542","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.25","False","True",323543,"Ancient Near Eastern Art","Stamp seal","Oval sealing with one circular seal impression","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter: Seal: 1.7 cm
Seal Face: Sealing: 2.4 x 2.05 cm
Height: 1.4 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323543","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.26","False","True",323544,"Ancient Near Eastern Art","Sealing","Sealing with one circular seal impression","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter: Seal: 1.4 cm
Seal Face: Sealing: 2.39 x 1.8 cm
Height: 1.32 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323544","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.27","False","True",323545,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impressions: radiating griffins; banquet scene","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","0.39 x .83 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323545","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.28","False","True",323546,"Ancient Near Eastern Art","Sealing","Sealing with four circular impressions of one seal","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter: Seal: 1.7
Seal Face: Sealing: 2.36 x 1.88 cm
Height: 2.03 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323546","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.29","False","True",323547,"Ancient Near Eastern Art","Sealing","Sealing with one circular seal impression","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter:
Seal Face: Sealing: 1.91 x 1.46
Height: 2.13 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323547","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.30","False","True",323548,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impression: geometric designs","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","5/8 x 7/8 in. (1.6 x 2.2 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323548","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.31","False","True",323549,"Ancient Near Eastern Art","Sealing","Almond-shaped sealing with one circular seal impression","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter: Seal: 1.7 cm
Seal Face: 2.47 x 1.9 cm
Height: 1.6 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323549","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.32","False","True",323550,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impression: double-headed eagle and geometric borders","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","13/16 x 11/16 in. (2.1 x 1.7 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323550","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.33","False","True",323551,"Ancient Near Eastern Art","Sealing","Sealing with stamp seal impression: rosette","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","7/16 x 7/8 in. (1.1 x 2.2 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323551","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.34","False","True",323552,"Ancient Near Eastern Art","Sealing","Sealing impressed by stamp seal: geometric pattern, griffin-headed wheel; bearded male sphinx","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Un-baked clay","Diameter: Seal: 1.25 cm
Seal Face: Sealing: 1.75 x 1.94
Height: 1.06 cm","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Clay-Sealings","","http://www.metmuseum.org/art/collection/search/323552","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.35","False","True",323553,"Ancient Near Eastern Art","Bowl","Bowl","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory (hippopotamus)","1.61 x 7.48 in. (4.09 x 19 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Vessels","","http://www.metmuseum.org/art/collection/search/323553","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.36","False","True",323554,"Ancient Near Eastern Art","Bowl","Bowl","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ivory (hippopotamus)","11.75 in. Dia.","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ivory/Bone-Vessels","","http://www.metmuseum.org/art/collection/search/323554","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"36.70.38","False","True",323555,"Ancient Near Eastern Art","Spout","Curved spout","Old Assyrian Trading Colony","Middle Bronze Age–Old Assyrian Trading Colony","","","","","","","","","","","","","ca. 18th century B.C.",-1800,-1700,"Ceramic","2.2 x 4.13 in. (5.59 x 10.49 cm)","Gift of Mrs. George D. Pratt, in memory of George D. Pratt, 1936","","","","","","Anatolia","probably from Acemhöyük","","","","","Ceramics-Vessels","","http://www.metmuseum.org/art/collection/search/323555","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
